0,1697,0,1,0,4198.0,0,1,0,61200.0,2,0,0,0,0,1,0,1,0,0,8,0,57,0,0,0,259,0,1,2017,0,1,0,27,65398.0,0,750,0,0,1,0,1,0,1,0,3000,0
0,340,0,1,0,5239.0,0,1,0,9000.0,1,1,0,0,0,1,0,0,0,0,2,0,59,0,1,0,98,1,3,2013,0,1,0,5,14239.0,0,1100,0,0,1,0,1,6,0,0,2450,0
0,1927,0,3,0,11620.0,0,1,0,26500.0,3,0,0,0,0,0,0,0,0,1,9,0,29,0,1,0,12,0,4,2013,0,5,0,7,38120.0,0,750,0,0,1,0,1,16,1,1,3000,2
0,2330,0,2,0,15167.0,0,1,0,28300.0,3,0,0,0,0,0,0,0,0,1,11,1,41,0,1,0,38,0,2,2014,1,3,0,7,43467.0,0,750,0,0,0,0,0,9,1,1,3000,2
0,2631,1,1,0,15065.0,0,1,1,8900.0,4,0,0,0,0,0,0,0,0,1,12,0,49,0,1,0,111,0,3,2019,0,2,0,25,23965.0,0,750,0,0,1,0,1,9,0,1,3000,1
0,2185,0,1,0,21109.0,1,1,2,36500.0,2,2,0,0,0,0,0,1,2,0,7,1,63,0,0,0,250,0,1,2011,0,6,0,28,57609.0,0,750,0,0,1,0,0,12,1,0,2800,0
0,2874,0,2,0,6827.0,0,1,0,5000.0,2,0,0,0,0,1,0,0,0,0,2,0,47,0,1,0,50,0,3,2014,0,1,0,19,11827.0,0,750,1,0,1,0,1,15,0,0,3000,0
0,2746,0,1,0,34466.0,0,1,2,44200.0,2,1,0,0,0,0,0,1,1,1,4,0,36,0,0,0,51,0,2,2018,0,2,0,24,78666.0,0,750,0,0,1,0,1,15,1,0,3000,1
0,1857,0,1,0,1000.0,0,1,0,14000.0,2,1,0,1,0,1,0,1,0,0,3,0,52,0,0,1,175,0,4,2006,0,3,0,7,15000.0,0,750,0,0,0,0,0,4,1,0,3000,0
0,3167,0,4,0,35330.0,0,1,2,12100.0,3,2,0,1,0,0,0,0,0,1,9,0,21,0,0,0,2,0,1,2018,0,1,0,24,47430.0,1,750,0,0,0,0,0,13,1,1,3000,0
0,2161,1,1,0,21115.0,0,1,1,10700.0,2,1,0,0,0,0,0,0,0,1,4,0,64,0,0,0,186,0,1,2019,0,0,0,15,31815.0,0,750,0,0,1,0,1,21,0,1,3000,1
0,3213,0,1,0,14539.0,0,1,1,900.0,2,3,0,0,0,0,0,0,1,1,2,1,56,0,1,0,95,0,3,2018,0,4,0,22,15439.0,0,750,0,0,1,0,0,7,1,0,3000,0
0,4234,0,1,0,12813.0,0,1,0,10500.0,3,2,0,0,0,0,0,0,0,1,7,0,68,0,0,0,165,0,3,2018,0,0,0,29,23313.0,0,750,0,0,1,0,1,7,1,1,2900,4
0,4981,0,2,0,13560.0,0,1,1,15200.0,2,2,0,0,0,0,0,0,1,1,5,0,22,0,1,0,54,0,1,2015,0,1,0,14,28760.0,0,750,0,0,1,0,1,15,1,1,3000,0
0,4057,0,1,0,32435.0,0,1,2,2700.0,4,0,0,0,0,0,0,1,4,1,10,1,65,0,0,0,139,0,3,2017,0,3,0,17,35135.0,0,750,0,0,1,0,0,18,1,1,3000,4
0,675,0,1,0,9410.0,0,1,0,98700.0,1,1,0,0,0,1,0,0,0,0,6,0,58,0,1,1,50,0,3,2017,0,2,0,19,108110.0,0,750,0,0,0,0,1,12,1,0,2500,0
0,3270,1,1,0,15808.0,0,1,1,38300.0,4,0,0,0,0,0,0,0,2,1,5,0,69,0,1,0,106,0,3,2017,0,3,0,2,54108.0,0,750,0,0,1,0,1,17,0,1,3000,4
0,4321,0,3,0,16164.0,0,1,0,60900.0,4,1,0,0,0,0,0,0,0,1,8,0,23,0,0,1,19,0,2,2018,0,2,0,14,77064.0,0,750,0,0,0,0,1,11,1,1,3000,3
0,263,0,3,0,36406.0,1,1,2,15400.0,2,0,0,0,0,0,0,0,3,0,5,1,24,0,0,0,10,0,1,2017,0,3,0,9,51806.0,0,750,0,0,1,0,0,17,1,0,3000,3
0,3135,0,1,0,30091.0,0,1,2,9900.0,2,0,0,0,0,0,0,0,2,1,12,1,59,0,1,0,468,0,4,2020,0,2,0,11,39991.0,0,750,1,0,1,0,0,14,0,1,3000,0
0,3527,0,1,0,17917.0,0,1,1,16000.0,2,1,0,1,0,0,0,0,1,1,8,0,57,0,1,0,142,0,2,2020,0,1,0,20,33917.0,0,750,0,0,1,0,0,9,1,0,3000,0
0,1262,0,1,0,11982.0,0,1,0,38300.0,1,3,0,1,0,1,0,1,0,0,6,0,69,0,0,0,95,0,3,2018,0,0,0,10,50282.0,0,750,0,0,1,0,0,9,1,0,3000,0
0,3497,0,1,0,15514.0,0,1,0,35000.0,3,0,0,0,0,0,0,1,0,1,11,0,65,0,0,0,131,0,0,2019,0,1,0,12,50514.0,0,750,0,0,1,2,1,20,1,1,3000,1
0,1781,0,2,0,31182.0,0,1,2,7600.0,3,3,0,0,0,0,0,0,0,1,9,1,34,0,1,0,45,0,4,2014,0,5,0,28,38782.0,0,750,0,0,1,0,0,7,1,1,3000,4
0,906,0,1,0,12186.0,0,1,0,18600.0,1,0,0,0,0,1,0,1,0,0,1,0,31,0,0,0,91,0,0,2018,0,3,0,10,30786.0,0,750,0,0,1,1,1,16,1,0,3000,0
0,1653,0,1,0,19799.0,0,0,1,12100.0,1,2,0,0,1,0,1,0,0,1,3,0,32,1,0,0,120,0,1,2018,0,4,0,22,31899.0,0,750,0,0,1,0,0,8,0,0,2950,0
0,2333,0,5,0,23081.0,0,1,1,23900.0,2,1,0,0,0,0,0,1,1,1,2,0,19,0,0,0,6,0,1,2019,0,2,0,20,46981.0,0,750,0,0,1,0,1,9,1,1,2950,1
0,4741,0,1,0,8284.0,0,1,0,56800.0,1,0,0,0,0,1,0,1,0,0,9,0,40,0,0,0,112,0,1,2016,1,3,0,5,65084.0,0,750,0,0,0,0,1,13,1,0,3000,0
0,852,0,2,0,7258.0,0,0,0,28200.0,1,0,0,0,1,0,0,0,0,1,11,0,31,1,1,0,42,0,1,2017,0,3,1,14,35458.0,0,750,0,0,1,1,0,12,0,0,3000,0
